text|sentiment
yani biri bi el atsın.. böyle saçma bi şiştem yok müşteri numaramı giriyorum alo garantiye açık değil şubemize gidin diyor.|negative
peki o zaman telefonum açık her zaman  Görüşürüz|positive
garanticim mümkünse beni bi arayabilir misin bir kaç şey sormak istiyorum.|positive
Döviz satarken bize kol gibi geçiriyorsun , sağolasın 2015 ne arkadaş Oy bir kur mu var ~$2000 baya güzel giriyor |negative
işlemlerle ilgili olarak aramışsınız fakat çalıştığım için farketmedim çağrı merkezinizi aradığımda bilgi alamıyorumsonuç??|negative
Diye bir hesap açmışsınız ama sorun falan çözdüğünüz yok Sizin gibi bir banka çalışanları olduktan sonra hiç bir şey olmaz!|negative
Teşekkürler.|positive
Dün itbarı iLe kredi başvrum ve Gs Bons Başvrma profesyonlçe yardmci olan EsenLer Sbs Brysl Hatice Hanıma Sonsuz Teşekkürlr...|positive
sabolog Bence yavsiyor...|negative
ilginiz için teşekkürler.|positive
Anladığım kadarı ile Trabzonsporlu oluşum sizi etkilemiş unfollow yaptığınıza göreNeyse sikecilerin en önemli destekçilerişnz|negative
Hayırdır garanti ekibi ben halen daha müşterinizim neden unfollow yaptınızdiğer 2986 kişinin ne özeliği var ts düşmanımısınız|negative
Acil iletişime geçmenizi rica ediyorum.|positive
sorun çözüldü, teşekkürler!|positive
bugün 11 gün ve bonus genç kartım hala elime ulaşmadı bilgilendirilebilir miyim..|negative
5saat bankamatik başında bekleyemiceğimden bana hiçbir yararınız dokunmadı gece yolumun üstündeki tüm atmlerde aynı hata vardı|negative
acaba benim banka hesap kartım ne zaman gelecek Daha kaç kez şubeye gidip vakit öldürmem gerekecek?!|negative
Paracard 6 gün içinde geldi işlemi hızlandırdığınız için teşekkürler :)|positive
yardımcı olmanızı istediğim bi konu var ulaşabilir misiniz?|positive
maaş kartım 15 aydır gelmiyor?|negative
hesap ücreti mi almışlar kemalgır|positive
acil olarak beni arayabilir misiniz Ekstremde bir yanlışlık var Sesli yanıt sisteminiz bir rezalet!|negative
müşteri hizmetleri en yakın garanti Subesi ne gitmemi tavsiye etti bu bayram tatil gününde :))|negative
beni arayın şimdi sizle isim var DenizBank ınğbanktürkiye |negative
ekibiniz beni aradı fakat cevap veremedim, tekrar arayabilir misiniz Teşekkür ederim.|positive
ilgi için teşekkürler... konuşma üslubu nekadar iyi ise müşteri memnuniyeti de okadar iyi olur...|positive
sabah 1000 akşam 0000 arası uygunum.|neutral
suan.|neutral
merhabalar suan uygunum...|neutral
garanti emeklilikten bana ulaşabilirmisiniz artırım talebim olacaktı|positive
Canımsın, zaten yardımcı olma diye taktik veriyorum |negative
hayır direk mesaj atamam.|negative
yurtdışındayım Belirtmiş idim telefonda....|negative
bonus genç kartımın gönderim aşamasında olduğu mesajını aldm 1 aydır kartım gelmiyor yarn saat 11 de müsaitim.|negative
yarın gün içinde oluraa ENFES olur Ama resmi tatil derseniz çarşamba gün günün herhangi bir saatinde|positive
Beni önce küplere bindiren  bankası sonra sosyal medya ekibi aracılığıyla sorunumu çözüp, gönlümü aldı  teşekkürler ?|positive
bi sorunum var da Bana gün içerisinde ulaşır mısınız?|negative
sesli yanıtlama işini bırakın insan gibi telefona çıkın o bana yeter teşekkürler.|negative
1 ay oldu, banka kartım hala gelmedi.|negative
sonuç yinede değişmeyecek nasılsa kart iptaline gideriz en sonunda a|negative
kartımı gönderdiğiniz kuryenin numarasını verir misiniz  Gidip kendim alacağım.|negative
kartımı gönderdiğiniz kuryenin numarasını verir misiniz  Gidip kendim alacağım.|negative
kartımı gönderdiğiniz kuryenin numarasını verir misiniz  Gidip kendim alacağım.|negative
kartımı gönderdiğiniz kuryenin numarasını verir misiniz  Gidip kendim alacağım.|negative
kartımı gönderdiğiniz kuryenin numarasını verir misiniz  Gidip kendim alacağım.|negative
kartımı gönderdiğiniz kuryenin numarasını verir misiniz  Gidip kendim alacağım.|negative
kartımı gönderdiğiniz kuryenin numarasını verir misiniz  Gidip kendim alacağım.|negative
İzmir Gediz AŞ den elektrik faturamı ödemek istiyorum ama internet bankacılığından iki gündür işlem yapamıyorum...|negative
bekleyelim mi :?|negative
buradaki hizmet 7/24 değilmiydi|negative
internet şubenizden kkb raporu aldım fakat ekranda bilgilerimi göremedim bu bilgileri mail olarak almak istiyorum|negative
merhaba akbank müşteri  danışma|neutral
444 25 25 aramak ölüm ya başta en kısa yol|negative
kredi kartın şifresini nasıl alaçam ?|neutral
wings milleri için tek online bilet alma kanalınız olan GezginlerAlemi'ndeki satın alma sürecini iyileştirebilirsiniz.|negative
SabanciHolding den kalma alışkanlık Akbankartık Kıvanç bile kurtaramaz sizi, hizmet sıfır|negative
sizin bana geri dönüş yapmanız gerekmiyor mu?|negative
Çok uzun süredir axşes kullanıcısıyım kartımla ilgili bir problemim var bana acil ulaşırmısınız?|negative
teşekkürler :)|positive
bankanızın güzel kumbaralarından edinmek istiyorum Nasıl yardımcı olabilirsiniz :)|positive
Akbank 120 TL için müşteri kaybetmek neden??|negative
aradığız için teşekkürler|positive
Kartım akbank ta bir yerlerde ama nerde telefonla(telefon hizmeti vermeyin) ulaşılamadığı için öğrenemiyoruz|negative
Teşekkür ederim Telefonla dönüş sağladı arkadaşlar...|positive
sevgili Ak bank az sonra 15dk 41sn olacak cepte dinlediğim AK BANK müzik... Akbank|negative
sevgili 12 dakika 41 sn yi de geçti çağrı merkeziniz müzik dinletiyor.. yazık ki ne yazık!|negative
genel olarak karşilatığımız bi durum bugün sizin bi şubeniz 3dönemeden sonra ısrarla 1ve 2 dönemleri istemeleri sinirlendirdi|negative
Sevgili 09 dakika 41 sn oldu.. hala müzik dinliyorum... kapatmayacağımmmm.. Ekan görüntüsü de paylaşabilirim..|negative
Kıymetli 08 dk 41 sn'dir çağrı merkeziniz müzik dinletiyor..|negative
personellerinize 3çeyrek geçici vergi beyanı  veridiğinde 1ve 2dönem geçici vergi beyanı öneminin olmadığını iletin lütfen|negative
İNTERNET ŞİFREMİ ALAMIYORUM ŞUBENİZE BAŞVURUN DİYOR İLGİLENİR MİSİNİZ|negative
nedense bilgilendirmeler ücret tahakkuk edilince yapılıyorBu tarz bir anlayışla sadece müşteri ve güven kaybediyorsunuz.|negative
teşekkür ederim bilgileri mesaj attım|positive
DM ?|neutral
bugün gidip hesabım kapatıyorum 2haftada bur kart gönderilmezmi yahu bankamız çok YAVASS|negative
Hgs ile ilgili ne zaman sonuç alabileceğim acaba 2 ay olacak neredeyse!! Sürekli bir sallama modu!! Araştırıp dönelim!!|negative
Akbank düşünce kulübü sonuçları ne zaman bildirilecek acaba?|neutral
bekliyoruz bakalım, müşteri memnuniyeti mi var müşteri mağduriyeti mi var bir bakalım...|negative
Ulam babam sınır krizi geçirdi telefonda sizin o müşteri hizmetlerinizde ki insanlara nasıl bağlanacaz allahınızdan bulun AkbankDestek|negative
akbanklihepfarklı call centeri arasanız da bir kredi kartı size 3 ayda ulaşmaz İnşallah 6 aya tamam bu iş Akbank|negative
ilgi ve alakanız için sosyal medya ekibinize Teşekkürler .|positive
ben de onu diyorum işte, ufacık bir mesele, hâla inceleniyor...hızınıza hayranım...|negative
ben de onu diyorum işte, ufacık bir mesele, hâla inceleniyor...hızınıza hayranım...|negative
e limitimin iyileştirlmesini talep ediyorumbu sorunu şimdiden dikkate alıp çözeceğinizden dolayı teşekürlerimi|positive
buna hakkınızın olmadığını düşünüyorumsizden kesilen rakamın iptalini en azından 1 yıl daha süre uzatmanız ve d|negative
biliyormuyum acababu nedenle avans mıl kapanmadığından 4 kat fazlasıylan kredi akrtmdan kesmiş bük-lunmaktasınız|negative
büyük bir farkoysa limitim 15bin yada 20 bin oslaydı eğer avans mılı kapatamasaydım siz haklı olurdunuz anlata|negative
büyük bir farkoysa limitim 15bin yada 20 bin oslaydı eğer avans mılı kapatamasaydım siz haklı olurdunuz|negative
kapatabileceğim kadar avans mıl vermeniz gerekirdi sizin bize vermiş olduğunuz mil bunun nerdeyse 15 katı bu çok|negative
yimFakat kasıtlı oarak mağdur edildiğimizi düşünüyorum1,000tl limiti olan kredi kartı ma 1,yıl da|negative
iyi çalışmalar ben merve akbaş 5127,,,,ile başlayan 4812ile biten kredi kartımdan avans mıl kullanmış bulunmakata|neutral
bir kere doldurdum ama olumsuz sonuç aldım|negative
arkadaşlarım sorduklarında wings kredi kartı alayım da bende olumsuz cevap vermek zorunda kalaiyorum|negative
ben akbankin  çok büyük bir banka olduğunu sanıyordum küçük sorunları çözeceğinide ama yanıldık demek|negative
gerekirse tüketici haklarına tv haber programlarına gazetelere kadar götürmek için elimden geleni yapmaya devam edeceğim|negative
bu mağduriyetin giderilmesini umut ediyorumhakkımı alana kadar sosyal medyada bütün sayfalarınızda olumsuz reklam d bulunacgm|negative
1,000tl limiti olan bir karta enfazla kapata bileceği kadar mil yüklemelisiniz ama siz 20,000 tl limitmiş giibi avans  verdniz|negative
eğer ki verilen sürede milleri tamamlamasak 4 katı fazlasıylan geri alıyorsunuz bu bir dolandırıcılık b bir resmi tefeciliktir|negative
müşteri hizmetleri kapatamıyacağımdan fazla avans mıl puan kullandırdılar bunun tamamen kasıtlı olarak yapıldığını düşünüyorum|negative
iyi çalışmalar akbank destekavans mıl puan mağduruyom tarafınızdan tabikidebu mağduriyet nasıl çözülecek bu konuda yardm ltf|negative
19/11/2013'te 1001122869331 refli kaydı açtım, ufacık bi mesele; 5 gün oldu hâla çözemediniz:((( bu ne hız noyle...|negative
bu kadarıda fazla kart üyelik bedeli 75TL alan Akbankfishçard hemen kartımı iptal edeceğim Enayi sanıyorsunuz milleti|negative
Kart ücreti için müşteri kaybetmek neden?|negative
Axess'imle yaptığım 10000 TL tutarındaki alışverişi ""taksit işte"" avantajıyla kullanırken failed hatası alıyorum.|negative
AkbankMerhaba, müşteri temsilcinize tam bağlanıcakken bir sorun oluşuyor ve bağlanamıyorum Yardımcı olursanız çok sevinirim|negative
telefonda bin kez kez demiş olmama rağmen hala aranıyorum, yok şu kredi, yok şunu aldınız taksitlendirmek istermisiniz YETER!|negative
telefonum döndü cevap veremedim yanlışlıkla meşgula aldım tekrar arar mısınız 507 619 77 01|neutral
merhaba sorunum var lütfen arar mısınız 507 619 77 01|neutral
özelden bana yazarmısınız|neutral
sunguryuşuf  benden numaramı istemişsiniz 0545 334 36 34 ilgililenirseniz sevinirim|neutral
Çünkü sabahın 3unde arıyosunuz Dünya yuvarlak; saat heryerde öğlen 3 değil Destek böyle verilmez.|negative
İnternet şubenizi yeniledikten sonra Windows Phone sistemli telefonumdan kullanamıyorum Büyütüp küçültme çalışmıyor maalesef|negative
12 dakika bekledim aradığım ve kimse ile konuşamadım telegon kulağıma yapıştı.....|negative
evet mobil şifresi gönderildi hesap açtığım anda ama kilitli uyarısı çıktı sistemsel düzelir denildi ama halen düzeltilmedi|negative
l nin iptalini gerçekleştirmeniziyi çalışmalartüketici haklarına henüz şikayette bulunmadımbilgılarınize arz ederim|negative
tanımlamanız doğru değil bu müşteri yanıltmak ve dolandırmak anlamına gelirsizden ricam kartımdan kesmiş olduğunuz 787,50 t|negative
20,000tl limit tanımlarsanız eğer   milleri kısa süre kapatacağızamasızın düşük limiti olan bir kara bu kadar mil puan|negative
kesilmiş bulunmaktadırbakın eğer mil puanları kapatmak istiyorsanız eğer kredi kartı limitmin en az 20,000 tl olması gerek|negative
keslımış itiraz etmiştik bu para tarafımıza geri iade edildifakat bu yıl yine kredi kartımızdan 787,50 tl|negative
halde bankanız tarafında yüklü bir avans mıl kullandırıldı2 yıl boyunca biriken millerimi kesildi geçen yıl 1,487,00 tl para|negative
iyi çalışmalar akbank aşben merve akbaş wing kredi kartımdan avans mıl puan kullanmıştımkredi kartı limitim düşük olduğu|negative
yok arkadaş ben banka değiştirip bu işi çözeyim çok yakındaki zaman gelmiyor|negative
WP uygulamanız ne zaman markette olacak takipte kalın demeyin artık:(((|negative
AkbankFishÇard reklam aramaları listesinizden ayrılmak için ne yapmak gerekiyor artık tak etti de! bloklayayım mı illa?|negative
teşekkür ederim|positive
Oradan aldım zaten, oradaki kodu kopy/ yapıştır yapınca olmuyor|negative
saol un oldular gerek kalmadı Geri dönüşünüz için de Teşekkürker|positive
DeezerTürkiye aynen yaptım dediği şu ""Sorry, you are not eligible for thiş special offer  Check out our other offers.""  AkbankDestek|negative
osehap Merhaba Ömer Kodunu kampanya sayfasındaki http://tco/hR3hP1u1vM linki üzerinden aktıve etmen gerekiyor.|neutral
532 640 65 71|neutral
Gerçekten hizmetinizle ve ilginizle beni mesut ettiniz..|positive
Teşekkür ederim :)|positive
Deezer için verilen kod, kullanılmış çıktı AkbankDestek|negative
Afedersiniz beni arayabilir misiniz?|neutral
Müşteri temsilcinize telefonla ulaşabilmenin yolu nedir ,daha doğrusu tuşları nedir?|negative
Akbankşaşkınbakkal şubesi saat11:00 den beri bir saattir telefonları kimse açmıyor; şube kapandı mı acaba..?|negative
bu aralar başka bir bankayla iş yaptım ve akbankin değerini anladım iyi ki varsın akbank|positive
yirmi liranın nesini çekiyosunuz ya böyle işlem yürütme anlayışı yok siz insanları mağdur edemezsiniz !! Akbank|negative
otomatik ödeme talimatım olmadığı halde hesap kartımdan para çeken Akbank borç varsa faiz koyarsın biter bu ne ya !!|negative
Genel müdürlüğünün dikkatine! Lütfen memurlarınızı uyarın insanlara ikinci sınıf vatandaş muamelesi yapmasınlar..!|negative
kredi kartı suan aktif mi ?|neutral
çok teşekkür ederim İyi çalışmalar.|positive
kimse aramadı kredi kartı açılması konusunda|negative
ee noldu yok mu müşteri temsilcisine bağlanacağım bir numaranız.|negative
kısaca mağduruz lakin çözüm sağlayacak yok teşekkürler  Akbank|negative
Acaba şubenizin yoğunluğu mu bizi geçiştiriyor yoksa marifetli düşünüp telefon şubenizin sorunumuzu çözeceğinden mi eminler..|negative
bir numara verin karşıma insan çıksın ses kaydı çıkmasın|negative
müşteri temsilcisine nasıl bağlanacağım siz onu söyleyin bana|negative
maaş müşterisi olmadığıum banka bile kesmiyor siz kesiyorsunuz.|negative
anlatamıuyormuyum okumadan mı yazıyorsunuz Kredi kart ücreti kesildiğini bende biliyorum Maaş müşterisiyim diyorum size.|negative
Aylardır banka kartım gelecekŞubeye gidiyoruz telefonda halledeceksiniz diyor telefonla arıyoruz şube halledecek diyor...|negative
bıktım artık sizden Maaş müşterisiyim hala kedi kartı ücreti kesiyorsunuz Müşteri temsilcisine de bir türlü bağlanılmıyor|negative
Taam taam 11 bankaya düşürdüm listeyi Teşekkürler.|negative
teşekkürler.. twitter da 1 numarasınız..|positive
Ben hep bu Atrium Şube'ye geldiğimde saatlerce beklemek zorunda mıyım Tek kişiyle şube işlemleri mi halledilir?|negative
derince yenikent...|neutral
merhaba Dm'den yardım istemiştim ilgilenebilir misiniz ??|neutral
Telefon numaramı sağa sola reklam smsi için veren 12 büyük bankadan biri siz misiniz la AkbankDestek|negative
Akbankkredi kartmla alakalı işlemi 2 aydr bitiremedinz!Garanti Bankası gibi kıvraklaşıp,şu bürokrasinizden kurtulabilsen!|negative
Akbankkredi kartmla alakalı işlemi 2 aydır bitiremedinz!Garanti Bankası gibi kıvraklaşıp,şu bürokrasinizden kurtulabilseniz!|negative
talebim batsın Göndermeyin kart mart Sanki kredi istiyoruz.|negative
alt tarafı ATM kartı istiyoruz 5 aydır ne gelen ne giden Para çekmek için şubeye gitmek zorundamıyım???|negative
ya siz ne yavşak bi bankasınız!!! Twitterdan ekliyosunuz tel no verin ulasıcaz size diyosunuz No yu veriyoruz tık yok|negative
